id,tweetContent,tweetContentProcessed
tweetImg277,"""This has to be one of the best-tasting pasta dishes I have ever made!""

Pasta alla vodka is already delicious. Adding ricotta takes it to another level. https://t.co/0Pmjxv4Dcv https://t.co/fhdam0efWJ",This has to be one of the besttasting pasta dishes I have ever made Pasta alla vodka is already delicious Adding ricotta takes it to another level
tweetImg278,"Breaking News: Jorge Vilda, the coach of the Spanish national soccer team that won the Women’s World Cup last month, was ousted on Tuesday by the country’s soccer federation. His boss, Luis Rubiales, is embroiled in scandal over a nonconsensual kiss. https://t.co/bk2v66CGKN https://t.co/8nCAhE6Rtq",Breaking News Jorge Vilda the coach of the Spanish national soccer team that won the Womens World Cup last month was ousted on Tuesday by the countrys soccer federation His boss Luis Rubiales is embroiled in scandal over a nonconsensual kiss
tweetImg279,"Not to be confused with a Latin American tamale, a tamale pie is a beloved retro casserole in the U.S. Serve this one-pot meal on its own or with a creamy dollop of sour cream or yogurt. https://t.co/YGaNzqO0Em https://t.co/eIcqRrzNhc",Not to be confused with a Latin American tamale a tamale pie is a beloved retro casserole in the US Serve this onepot meal on its own or with a creamy dollop of sour cream or yogurt
tweetImg280,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than four mistakes. https://t.co/6LTCQ7EPEK https://t.co/rrNj8tUjWR,Connections is a daily game about finding common threads between words Players must select four groups of four words without making more than four mistakes
tweetImg281,"Tens of thousands of people who had spent days stranded at the Burning Man festival began to stream away from the sprawling site in remote northwest Nevada on Monday.
https://t.co/fLoJKFiqdc https://t.co/wIZWV16Ca3",Tens of thousands of people who had spent days stranded at the Burning Man festival began to stream away from the sprawling site in remote northwest Nevada on Monday
tweetImg282,“This is the best chicken I’ve ever had.” A dash of gin and a smattering of fried sage make these sautéed chicken breasts more than the usual weeknight dinner. https://t.co/A6gucAH2Jv https://t.co/Yq1k2IqYI0,This is the best chicken Ive ever had A dash of gin and a smattering of fried sage make these sauted chicken breasts more than the usual weeknight dinner
tweetImg283,"Elaine LaLanne revolutionized modern exercise alongside her husband, Jack. At 97, she is still inspiring fitness professionals and is a model for aging well.
https://t.co/L9XZU9fiPq https://t.co/6lQh5NpRnW",Elaine LaLanne revolutionized modern exercise alongside her husband Jack At 97 she is still inspiring fitness professionals and is a model for aging well
tweetImg284,"French macarons can be tricky for even the most seasoned bakers, but these tips and tricks will put them well within reach.
https://t.co/gg6jFQBXZ6 https://t.co/xJtLMYEJns",French macarons can be tricky for even the most seasoned bakers but these tips and tricks will put them well within reach
tweetImg285,"Steve Harwell, the former lead singer of the rock band Smash Mouth, which was best known for its ubiquitous 1999 hit “All Star,” died on Monday. He was 56.
https://t.co/fXXsMdyaaf https://t.co/PiClvRHPsx",Steve Harwell the former lead singer of the rock band Smash Mouth which was best known for its ubiquitous 1999 hit All Star died on Monday He was 56
tweetImg286,"""This is a phenomenal work-from-home lunch, not remotely meant to be photogenic, just cheap, filling, and delicious.""
https://t.co/IJBtFQqCC8 https://t.co/N0r1WbJ0S3",This is a phenomenal workfromhome lunch not remotely meant to be photogenic just cheap filling and delicious
tweetImg287,"This chocolate cake recipe has been called the “world’s best chocolate cake.” You could also call it the “world’s easiest cake” or “most versatile cake.”
https://t.co/FGpdCXWB83 https://t.co/437Hj5nMfM",This chocolate cake recipe has been called the worlds best chocolate cake You could also call it the worlds easiest cake or most versatile cake
tweetImg288,"Clearing skies over northwest Nevada may permit the mass exodus of tens of thousands of people from the Burning Man festival, where they have been stranded for days after heavy rains, organizers said.
https://t.co/MCkMFJg0XO https://t.co/7K7jcxdTK5",Clearing skies over northwest Nevada may permit the mass exodus of tens of thousands of people from the Burning Man festival where they have been stranded for days after heavy rains organizers said
tweetImg289,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than four mistakes. https://t.co/wBHQAgNszV https://t.co/gDs72XYcIq,Connections is a daily game about finding common threads between words Players must select four groups of four words without making more than four mistakes
tweetImg290,"""Ignore the reviewers who didn’t actually make this recipe and touted their own homemade concoctions. This recipe is fantastic.""
The most popular comment agrees: This is how you make the best scrambled eggs. https://t.co/3iSySD3DZI https://t.co/QdEXzkqxyC",Ignore the reviewers who didnt actually make this recipe and touted their own homemade concoctions This recipe is fantastic The most popular comment agrees This is how you make the best scrambled eggs
tweetImg291,Don’t let mosquitoes ruin a good time. Here’s what doesn’t work — and what does. https://t.co/IYJCvdGrlk https://t.co/IneERHRVUa,Dont let mosquitoes ruin a good time Heres what doesnt work and what does
tweetImg292,"In many Italian American households, Sunday means there’s red sauce simmering all day on the stove. 

This recipe + a green salad + crusty bread + red wine = a perfect night. https://t.co/Hss0YEa1QB https://t.co/CDlLcTpt7g",In many Italian American households Sunday means theres red sauce simmering all day on the stove This recipe a green salad crusty bread red wine a perfect night
tweetImg293,"Thousands of people at the Burning Man festival in a Nevada desert remained stranded there Sunday after torrential rains turned roads into muck, cutting off access. Officials urged campers to conserve food and water. True to form, some took it in stride. https://t.co/zIptbs8TrU https://t.co/CkKkKiYd4J",Thousands of people at the Burning Man festival in a Nevada desert remained stranded there Sunday after torrential rains turned roads into muck cutting off access Officials urged campers to conserve food and water True to form some took it in stride
tweetImg294,"Thousands of people were stuck at the Burning Man festival in Nevada this weekend because of rain and mud. It was not clear when, or how, attendees would get out. Police are investigating the death of one person at the festival. 

Here's what we know. https://t.co/em9XC00uaL https://t.co/cLG7m2o7qg",Thousands of people were stuck at the Burning Man festival in Nevada this weekend because of rain and mud It was not clear when or how attendees would get out Police are investigating the death of one person at the festival Heres what we know
tweetImg295,Fabian Nelson won a Democratic primary runoff on Tuesday in Mississippi’s 66th state House district. He spoke to The New York Times about the significance of being the first openly LGBTQ legislator in the state — but why he never focused on it on the trail.https://t.co/JbYMcojZFT https://t.co/bDplNjCqvW,Fabian Nelson won a Democratic primary runoff on Tuesday in Mississippis 66th state House district He spoke to The New York Times about the significance of being the first openly LGBTQ legislator in the state but why he never focused on it on the trail
tweetImg296,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than four mistakes. https://t.co/XuQWMJC7Nz https://t.co/WUsv4hRgKU,Connections is a daily game about finding common threads between words Players must select four groups of four words without making more than four mistakes
tweetImg297,"""The dish came tougher super fast and was very satisfying, tasty weeknight meal.""

We could use all sorts of fancy words to explain this dish, but the best description is this: pizza in rice form. https://t.co/Rh5uMTKtz9 https://t.co/DZndRWDLEf",The dish came tougher super fast and was very satisfying tasty weeknight meal We could use all sorts of fancy words to explain this dish but the best description is this pizza in rice form
